,Rooms,Bathroom,Landsize,Lattitude,Longtitude,Price
6209,3,2.0,962.0,-37.7644,145.112,1051000.0
6212,5,2.0,666.0,-37.7692,145.1253,1710000.0
6213,4,2.0,681.0,-37.7646,145.1167,1280000.0
6214,5,3.0,800.0,-37.7696,145.1078,750000.0
6215,4,3.0,728.0,-37.768,145.1027,1000000.0
6216,2,1.0,340.0,-37.7564,145.1195,678000.0
6217,3,2.0,751.0,-37.77,145.1025,1010000.0
6219,3,1.0,794.0,-37.7569,145.1179,1210000.0
6222,4,2.0,675.0,-37.764,145.1145,945000.0
6223,3,1.0,465.0,-37.7549,145.1185,725000.0
6225,3,2.0,875.0,-37.766999999999996,145.1097,1211000.0
6226,4,2.0,654.0,-37.7639,145.1145,1100000.0
6231,3,1.0,799.0,-37.7698,145.1028,1002000.0
6233,4,2.0,770.0,-37.7617,145.1065,1209000.0
6234,5,4.0,646.0,-37.7625,145.1043,2080000.0
6236,4,2.0,705.0,-37.7595,145.1176,1118000.0
6238,4,1.0,618.0,-37.7564,145.1043,903000.0
6239,3,1.0,720.0,-37.7668,145.1086,1220000.0
6242,4,2.0,673.0,-37.7647,145.1186,1650000.0
6243,4,2.0,650.0,-37.7764,145.1216,1182500.0
6244,4,2.0,652.0,-37.7557,145.0957,1020000.0
6246,3,1.0,327.0,-37.7709,145.1104,650000.0
6248,3,2.0,812.0,-37.7714,145.1141,1509000.0
6253,1,1.0,0.0,-37.762,144.996,517500.0
6254,1,1.0,0.0,-37.7634,145.02100000000004,370000.0
6255,2,1.0,164.0,-37.7536,144.9825,805000.0
6256,4,2.0,470.0,-37.7601,145.0122,1428888.0
6257,2,1.0,372.0,-37.7631,145.0091,940000.0
6258,1,1.0,0.0,-37.7581,144.9944,270000.0
6265,1,1.0,0.0,-37.7544,145.0092,365000.0
6267,2,1.0,724.0,-37.7564,145.0026,525500.0
6269,2,1.0,185.0,-37.76300000000001,145.0025,944000.0
6271,3,2.0,540.0,-37.7554,145.0211,887000.0
6273,3,3.0,273.0,-37.7583,145.0174,701000.0
6275,2,1.0,288.0,-37.7564,144.9971,1110000.0
6277,1,1.0,612.0,-37.7603,145.0165,332000.0
6278,3,2.0,397.0,-37.7515,144.9857,1265000.0
6279,2,1.0,303.0,-37.7569,144.9914,1085000.0
6280,3,2.0,210.0,-37.7551,144.9993,898000.0
6281,3,3.0,288.0,-37.7583,145.0025,1235000.0
6282,3,2.0,157.0,-37.759,144.988,910500.0
6283,3,1.0,327.0,-37.7574,144.9854,995000.0
6284,2,1.0,0.0,-37.7595,145.0061,760000.0
6285,2,1.0,0.0,-37.7591,145.0211,505000.0
6286,3,2.0,417.0,-37.7595,145.0017,1400000.0
6289,3,1.0,562.0,-37.7602,144.9878,1110000.0
6290,3,2.0,345.0,-37.7582,145.0094,1200000.0
6292,2,1.0,0.0,-37.7526,145.0023,450000.0
6298,2,1.0,333.0,-37.7642,145.0192,874000.0
6299,3,1.0,275.0,-37.7592,145.0105,1427000.0
6301,1,1.0,0.0,-37.7539,145.0075,383000.0
6305,3,1.0,435.0,-37.7607,145.0105,1290000.0
6307,2,1.0,335.0,-37.7516,144.9871,450000.0
6310,2,1.0,0.0,-37.7541,145.0088,438000.0
6313,3,2.0,297.0,-37.7617,145.0117,1250000.0
6314,3,2.0,158.0,-37.7588,144.9881,1070000.0
6316,3,2.0,377.0,-37.7578,145.0076,1570000.0
6317,2,1.0,0.0,-37.760999999999996,145.0055,486000.0
6319,2,1.0,302.0,-37.7549,145.0035,1211000.0
6321,3,1.0,253.0,-37.7566,144.9965,1280000.0
6322,4,2.0,387.0,-37.7569,145.0041,1478000.0
6324,3,2.0,611.0,-37.7575,144.9968,1913000.0
6327,4,2.0,538.0,-37.7595,145.0241,928500.0
6328,2,1.0,748.0,-37.7587,145.0064,432500.0
6329,1,1.0,0.0,-37.7544,145.0092,330000.0
6332,3,2.0,417.0,-37.7602,145.0084,1370000.0
6333,1,1.0,0.0,-37.7542,145.01,303500.0
6334,3,2.0,644.0,-37.7604,145.02100000000004,1160000.0
6337,3,2.0,359.0,-37.7565,144.9906,1380000.0
6339,3,1.0,889.0,-37.8328,145.0065,1435000.0
6340,4,3.0,691.0,-37.8431,145.02100000000004,5500000.0
6345,4,4.0,877.0,-37.8447,145.0134,5500000.0
6347,3,1.0,222.0,-37.8448,145.0055,1689000.0
6349,3,2.0,0.0,-37.8429,145.0227,1100000.0
6352,2,2.0,0.0,-37.8371,145.0066,925000.0
6353,2,1.0,0.0,-37.8474,145.0078,450000.0
6354,1,1.0,0.0,-37.8369,145.0077,349000.0
6363,3,3.0,0.0,-37.8428,145.0171,2650000.0
6364,3,2.0,600.0,-37.8332,145.0117,2820000.0
6365,2,2.0,0.0,-37.842,145.0046,810000.0
6366,3,2.0,1317.0,-37.838,145.0054,2840000.0
6367,3,2.0,294.0,-37.8503,145.0292,2700000.0
6372,3,3.0,564.0,-37.8486,145.0244,6250000.0
6373,4,3.0,732.0,-37.8349,145.01,4500000.0
6375,1,1.0,0.0,-37.8373,145.0116,541000.0
6376,3,2.0,117.0,-37.8343,145.0112,1550000.0
6377,3,2.0,0.0,-37.8512,145.0282,2205000.0
6383,3,1.0,57.0,-37.8371,145.012,950000.0
6386,1,1.0,0.0,-37.8464,145.0074,366000.0
6387,4,2.0,516.0,-37.8398,145.0305,2620000.0
6388,3,2.0,268.0,-37.8369,145.0072,1900000.0
6390,4,2.0,684.0,-37.8485,145.0169,4000000.0
6393,3,4.0,565.0,-37.8448,145.0123,4200000.0
6396,2,1.0,0.0,-37.8416,145.0313,690000.0
6400,2,1.0,0.0,-37.8424,145.0184,511000.0
6402,3,2.0,0.0,-37.842,145.0046,910000.0
6403,3,3.0,575.0,-37.8375,145.0092,2250000.0
6404,2,1.0,0.0,-37.8424,145.0184,525000.0
6405,3,2.0,363.0,-37.8445,145.0182,3270000.0
6410,3,2.0,656.0,-37.7322,145.0995,960000.0
6412,4,3.0,669.0,-37.7419,145.083,1010000.0
6413,3,2.0,704.0,-37.7327,145.0913,880000.0
6416,3,2.0,577.0,-37.7376,145.0895,770000.0
6417,4,1.0,865.0,-37.7297,145.0946,730000.0
6420,4,2.0,696.0,-37.7395,145.0875,1005000.0
6421,2,1.0,197.0,-37.7393,145.0806,555000.0
6422,2,1.0,177.0,-37.7388,145.08100000000005,546000.0
6423,3,1.0,608.0,-37.7396,145.0885,765000.0
6424,3,2.0,834.0,-37.7396,145.0884,920000.0
6429,5,3.0,531.0,-37.7378,145.0955,1025000.0
6431,4,2.0,700.0,-37.7326,145.0881,895000.0
6432,3,2.0,628.0,-37.7314,145.0941,820000.0
6433,3,1.0,698.0,-37.7343,145.0837,870000.0
6436,4,2.0,660.0,-37.7375,145.0917,1050000.0
6437,3,1.0,583.0,-37.7137,145.0778,660000.0
6438,3,2.0,567.0,-37.7148,145.0851,581000.0
6441,3,1.0,605.0,-37.7166,145.0837,600000.0
6442,3,2.0,308.0,-37.7078,145.0807,690000.0
6443,3,1.0,302.0,-37.7163,145.0768,582000.0
6444,3,1.0,591.0,-37.7135,145.0783,740000.0
6445,3,2.0,280.0,-37.7153,145.0854,671000.0
6446,3,1.0,671.0,-37.7072,145.0855,741000.0
6451,3,1.0,327.0,-37.7125,145.0768,537000.0
6452,3,2.0,903.0,-37.7085,145.0824,1040000.0
6453,4,3.0,670.0,-37.7122,145.0765,1171000.0
6454,2,1.0,605.0,-37.7118,145.088,662000.0
6456,3,1.0,798.0,-37.7112,145.0869,922000.0
6458,3,2.0,767.0,-37.7084,145.0788,860500.0
6459,3,1.0,604.0,-37.7115,145.088,702000.0
6460,3,1.0,319.0,-37.7165,145.0759,627500.0
6463,3,1.0,0.0,-37.7141,145.0754,549000.0
6465,2,1.0,762.0,-37.7112,145.0861,701000.0
6466,3,1.0,355.0,-37.7065,145.0825,645000.0
6468,3,3.0,0.0,-37.8048,144.9424,1010000.0
6470,3,3.0,506.0,-37.805,144.9448,1260000.0
6471,1,1.0,0.0,-37.8076,144.9456,460000.0
6472,3,3.0,265.0,-37.8073,144.9481,2370000.0
6473,2,2.0,54.0,-37.8094,144.9479,800000.0
6474,1,1.0,0.0,-37.8076,144.9456,550000.0
6475,3,2.0,0.0,-37.8118,144.9526,660000.0
6476,2,1.0,0.0,-37.8094,144.9452,1055000.0
6477,3,1.0,0.0,-37.8076,144.9474,995000.0
6479,1,1.0,547.0,-37.806,144.942,443000.0
6480,3,3.0,801.0,-37.8067,144.9435,1120000.0
6481,1,1.0,0.0,-37.8076,144.9456,482000.0
6482,2,1.0,0.0,-37.8091,144.952,620000.0
6484,3,1.0,0.0,-37.8118,144.9526,601000.0
6486,4,2.0,320.0,-37.8613,144.8988,1400000.0
6487,3,1.0,507.0,-37.8681,144.8994,1535000.0
6488,3,1.0,0.0,-37.8663,144.8883,890000.0
6490,3,2.0,332.0,-37.8652,144.9019,1800000.0
6493,4,3.0,338.0,-37.8633,144.8963,2910000.0
6494,3,3.0,515.0,-37.8609,144.8947,2910000.0
6496,3,2.0,315.0,-37.8595,144.8868,1200000.0
6498,3,1.0,373.0,-37.8661,144.8973,1460000.0
6499,1,1.0,0.0,-37.8588,144.8919,310000.0
6500,3,2.0,348.0,-37.8578,144.8799,1200000.0
6501,3,2.0,310.0,-37.8644,144.9039,1560000.0
6502,3,2.0,430.0,-37.8613,144.8939,1575000.0
6503,2,1.0,84.0,-37.8581,144.9015,830000.0
6507,3,2.0,364.0,-37.8513,144.8961,1470000.0
6508,4,2.0,782.0,-37.8647,144.8867,2230000.0
6509,3,2.0,506.0,-37.8658,144.8857,1460000.0
6513,4,3.0,217.0,-37.8634,144.8796,1330000.0
6515,3,2.0,418.0,-37.8571,144.8767,1010000.0
6517,2,1.0,0.0,-37.8536,144.8981,513500.0
6521,4,2.0,466.0,-37.8621,144.8872,1805000.0
6522,4,1.0,307.0,-37.8525,144.8945,1126000.0
6523,3,2.0,233.0,-37.8573,144.8911,935000.0
6525,2,1.0,0.0,-37.8504,144.8924,375000.0
6531,4,2.0,648.0,-37.8601,144.8879,2050000.0
6533,3,2.0,185.0,-37.8664,144.9072,1310000.0
6535,2,1.0,0.0,-37.8563,144.8995,491500.0
6536,2,1.0,0.0,-37.8612,144.8971,547500.0
6539,3,1.0,249.0,-37.86,144.895,1210000.0
6540,2,1.0,0.0,-37.8586,144.8937,412000.0
6543,4,2.0,265.0,-37.8656,144.9039,1630000.0
6546,3,2.0,506.0,-37.8592,144.888,1482500.0
6547,4,2.0,369.0,-37.8576,144.8992,1300000.0
6548,4,1.0,765.0,-37.8621,144.8999,2255000.0
6550,3,2.0,260.0,-37.8671,144.9001,1710000.0
6551,4,3.0,500.0,-37.8638,144.8798,2440000.0
6559,2,1.0,0.0,-37.8564,144.8864,380000.0
6561,2,1.0,0.0,-37.8571,144.8841,367500.0
6562,3,1.0,311.0,-37.8546,144.8762,1225000.0
6563,2,2.0,0.0,-37.8558,144.9903,580000.0
6566,3,1.0,440.0,-37.8528,144.9994,2302000.0
6569,2,1.0,598.0,-37.8564,144.9971,611000.0
6571,2,1.0,0.0,-37.8577,145.0002,800000.0
6572,1,1.0,0.0,-37.8564,145.0016,275000.0
6574,3,2.0,138.0,-37.8556,144.995,1540000.0
6575,3,1.0,317.0,-37.856,144.9891,1370000.0
6578,1,1.0,0.0,-37.8568,145.0004,452000.0
6583,1,1.0,0.0,-37.8571,144.9979,501000.0
6584,2,1.0,0.0,-37.8555,145.0018,380000.0
6585,2,2.0,521.0,-37.8543,144.9939,1177000.0
6587,2,1.0,0.0,-37.8559,144.999,600000.0
6588,2,1.0,0.0,-37.8518,144.9868,1500000.0
6589,3,2.0,0.0,-37.8526,144.9977,830000.0
6590,2,2.0,0.0,-37.8563,144.9916,1200000.0
6594,2,1.0,1452.0,-37.8554,145.0018,600000.0
6604,2,1.0,0.0,-37.8552,145.0005,474000.0
6605,2,1.0,157.0,-37.8522,144.986,1350000.0
6606,3,3.0,143.0,-37.8525,144.9881,1910000.0
6608,4,3.0,531.0,-37.7198,145.1034,915000.0
6609,3,2.0,568.0,-37.7216,145.1066,810000.0
6610,3,2.0,536.0,-37.7233,145.1045,753000.0
6611,3,2.0,586.0,-37.7279,145.1017,602500.0
6612,3,1.0,614.0,-37.7305,145.08100000000005,742000.0
6613,4,2.0,551.0,-37.7302,145.0883,953000.0
6615,3,1.0,706.0,-37.731,145.0811,650000.0
6617,3,2.0,566.0,-37.7195,145.1034,731000.0
6618,3,1.0,616.0,-37.7306,145.0854,710000.0
6621,3,2.0,587.0,-37.72,145.1014,936000.0
6623,3,1.0,687.0,-37.7303,145.0823,721000.0
6624,3,2.0,448.0,-37.8228,144.8799,1000000.0
6625,2,1.0,471.0,-37.8149,144.8707,890000.0
6627,3,1.0,191.0,-37.8175,144.8879,1165000.0
6628,4,2.0,427.0,-37.8187,144.8771,1550000.0
6629,3,1.0,323.0,-37.8108,144.8899,770000.0
6630,3,2.0,428.0,-37.8167,144.8965,871000.0
6631,3,2.0,213.0,-37.8175,144.8964,780000.0
6632,2,1.0,0.0,-37.8113,144.8955,650000.0
6633,3,1.0,138.0,-37.82,144.891,770000.0
6636,4,2.0,244.0,-37.8139,144.8741,1235000.0
6639,2,1.0,220.0,-37.8115,144.8875,1000000.0
6641,3,2.0,473.0,-37.8217,144.8842,1320000.0
6642,3,2.0,214.0,-37.8175,144.8929,1100000.0
6643,2,1.0,1555.0,-37.8156,144.8943,782000.0
6645,3,3.0,197.0,-37.8197,144.8875,910000.0
6647,2,1.0,261.0,-37.8157,144.887,856000.0
6648,3,1.0,477.0,-37.8186,144.8736,670000.0
6649,4,1.0,165.0,-37.819,144.895,706000.0
6650,3,2.0,462.0,-37.8128,144.8695,1050000.0
6652,4,2.0,319.0,-37.8197,144.8957,1320000.0
6654,5,2.0,644.0,-37.8102,144.8857,1815000.0
6655,2,1.0,148.0,-37.821999999999996,144.89,630000.0
6656,4,1.0,766.0,-37.8126,144.8905,1870000.0
6659,3,1.0,902.0,-37.8153,144.8796,1930000.0
6661,1,1.0,0.0,-37.8173,144.894,510000.0
6662,2,1.0,0.0,-37.8128,144.8953,381000.0
6663,3,2.0,352.0,-37.8164,144.8869,1040000.0
6666,1,1.0,0.0,-37.8173,144.894,470000.0
6668,2,1.0,0.0,-37.8106,144.8957,501344.0
6669,3,1.0,464.0,-37.8151,144.8638,796000.0
6672,3,1.0,670.0,-37.8134,144.8745,1055000.0
6673,3,3.0,0.0,-37.8194,144.8826,620000.0
6676,1,1.0,0.0,-37.8111,144.887,345000.0
6677,3,1.0,240.0,-37.8202,144.8896,950000.0
6681,4,2.0,417.0,-37.8197,144.8969,1200000.0
6682,3,1.0,438.0,-37.8177,144.8711,1005000.0
6688,4,2.0,297.0,-37.8108,144.888,1340000.0
6689,3,1.0,189.0,-37.8159,144.8795,865000.0
6690,3,1.0,341.0,-37.8224,144.8818,781500.0
6691,4,1.0,306.0,-37.8102,144.8885,1401000.0
6692,2,2.0,168.0,-37.8225,144.8814,630000.0
6693,5,3.0,446.0,-37.8146,144.8692,1137500.0
6696,4,1.0,411.0,-37.8117,144.8873,1158000.0
6698,3,2.0,206.0,-37.8127,144.8965,955000.0
6699,3,1.0,448.0,-37.8171,144.8753,1081000.0
6700,3,1.0,558.0,-37.8119,144.868,725000.0
6701,2,1.0,128.0,-37.8179,144.8908,767000.0
6705,3,2.0,542.0,-37.811,144.8844,1450000.0
6706,3,3.0,386.0,-37.816,144.8936,1430000.0
6707,3,1.0,229.0,-37.8172,144.8919,1275000.0
6708,4,2.0,455.0,-37.8177,144.8839,1606000.0
6710,2,1.0,435.0,-37.8223,144.8779,780000.0
6711,3,1.0,463.0,-37.8137,144.8636,670000.0
6713,3,2.0,235.0,-37.815,144.8928,1380000.0
6715,2,1.0,0.0,-37.8182,144.8846,480500.0
6716,4,2.0,261.0,-37.8123,144.8888,1520000.0
6718,5,2.0,488.0,-37.8131,144.8778,1287000.0
6720,3,2.0,169.0,-37.8122,144.8965,800000.0
6721,3,1.0,463.0,-37.8172,144.8924,1460000.0
6722,3,1.0,470.0,-37.821999999999996,144.8904,840000.0
6723,3,1.0,208.0,-37.8145,144.8804,900500.0
6725,3,2.0,171.0,-37.8124,144.8957,940000.0
6726,1,1.0,0.0,-37.7561,144.9028,380000.0
6727,4,3.0,757.0,-37.7606,144.8909,1646000.0
6729,2,1.0,976.0,-37.7557,144.9037,470000.0
6731,4,2.0,559.0,-37.7614,144.8925,1346000.0
6733,3,2.0,217.0,-37.7591,144.8923,935000.0
6734,4,4.0,670.0,-37.7637,144.8931,3900000.0
6736,4,2.0,578.0,-37.7614,144.8953,1150000.0
6737,1,2.0,676.0,-37.7632,144.898,1720000.0
6738,2,1.0,809.0,-37.7587,144.9015,1705000.0
6739,3,1.0,465.0,-37.7626,144.8954,1190000.0
6742,5,3.0,839.0,-37.759,144.9015,1740000.0
6745,4,2.0,578.0,-37.7614,144.8953,1200000.0
6746,3,1.0,229.0,-37.7606,144.8973,726000.0
6748,3,3.0,593.0,-37.7584,144.8968,1300000.0
6750,2,1.0,0.0,-37.76,144.9002,670000.0
6752,4,2.0,1076.0,-37.7609,144.8905,1350000.0
6753,3,1.0,626.0,-37.751999999999995,145.0367,773000.0
6757,3,1.0,631.0,-37.7506,145.043,645000.0
6758,3,2.0,231.0,-37.7527,145.0392,720000.0
6759,3,1.0,609.0,-37.7504,145.0335,625000.0
6762,3,1.0,456.0,-37.7638,144.9804,1310000.0
6763,4,2.0,136.0,-37.7601,144.9805,856000.0
6764,2,1.0,0.0,-37.7668,144.9765,580000.0
6767,3,1.0,213.0,-37.7643,144.9808,940000.0
6769,3,1.0,259.0,-37.7762,144.9755,1495000.0
6770,4,2.0,470.0,-37.7735,144.9833,1550000.0
6771,4,1.0,233.0,-37.7776,144.9727,1815000.0
6772,4,2.0,822.0,-37.7749,144.9762,1625000.0
6773,3,2.0,116.0,-37.7667,144.9821,899000.0
6774,2,1.0,197.0,-37.7717,144.9719,435000.0
6777,2,1.0,193.0,-37.7765,144.9751,1080000.0
6779,2,1.0,0.0,-37.7786,144.9753,656000.0
6785,3,3.0,336.0,-37.7664,144.9797,1574000.0
6786,2,1.0,0.0,-37.7786,144.9753,665000.0
6787,2,2.0,0.0,-37.7753,144.9725,590000.0
6792,3,2.0,326.0,-37.7776,144.9751,1679000.0
6793,3,3.0,87.0,-37.7739,144.975,1050000.0
6795,3,1.0,213.0,-37.7729,144.9724,825000.0
6796,3,1.0,104.0,-37.7723,144.9761,998000.0
6797,3,2.0,0.0,-37.774,144.9731,1010000.0
6799,3,1.0,279.0,-37.7729,144.9722,1050000.0
6802,3,1.0,812.0,-37.7673,144.9782,1600000.0
6803,3,2.0,190.0,-37.7684,144.9739,1325000.0
6808,3,1.0,308.0,-37.7713,144.9744,1335000.0
6810,3,1.0,0.0,-37.7789,144.9739,805000.0
6813,2,1.0,225.0,-37.8285,145.0125,1231010.0
6814,2,1.0,172.0,-37.8283,145.012,881000.0
6815,2,1.0,149.0,-37.8287,145.0089,1202500.0
6816,3,1.0,182.0,-37.8289,145.0089,1435000.0
6821,3,2.0,0.0,-37.8052,144.9604,860000.0
6823,3,2.0,100.0,-37.7983,144.9655,1590000.0
6824,2,1.0,0.0,-37.8009,144.9662,610250.0
6825,2,1.0,117.0,-37.793,144.9728,720000.0
6826,2,1.0,66.0,-37.8049,144.9644,840000.0
6828,2,1.0,0.0,-37.7969,144.9669,705000.0
6830,4,2.0,132.0,-37.801,144.9656,1630100.0
6833,2,2.0,0.0,-37.7929,144.9705,500000.0
6836,2,1.0,101.0,-37.7989,144.9713,1010000.0
6838,2,1.0,144.0,-37.7984,144.9738,1170000.0
6840,2,2.0,0.0,-37.7969,144.9742,600000.0
6846,4,1.0,152.0,-37.7966,144.9709,1616000.0
6849,2,1.0,0.0,-37.7986,144.9682,589000.0
6851,2,1.0,128.0,-37.7996,144.9737,1117000.0
6859,2,2.0,0.0,-37.8127,144.9847,1935000.0
6861,2,2.0,0.0,-37.8153,144.9842,700000.0
6865,1,1.0,0.0,-37.8136,144.9892,750000.0
6869,4,2.0,505.0,-37.7518,144.8897,1422000.0
6872,4,2.0,740.0,-37.7517,144.8873,1345000.0
6874,3,1.0,556.0,-37.7537,144.8856,787500.0
6876,4,2.0,179.0,-37.7527,144.8824,652500.0
6877,5,2.0,616.0,-37.7497,144.8867,1300000.0
6879,3,2.0,0.0,-37.7532,144.8848,730000.0
6881,7,2.0,614.0,-37.75,144.8858,1300000.0
6883,3,2.0,356.0,-37.7493,144.8901,970000.0
6885,3,1.0,688.0,-37.7577,144.8892,1115000.0
6890,2,1.0,97.0,-37.7118,144.9689,333000.0
6891,3,2.0,738.0,-37.7109,144.9654,455000.0
6892,2,1.0,215.0,-37.7049,144.9638,378000.0
6893,3,1.0,605.0,-37.6985,144.9615,585000.0
6895,3,1.0,650.0,-37.7076,144.9753,615000.0
6899,3,1.0,404.0,-37.7075,144.9678,526000.0
6900,3,1.0,614.0,-37.7141,144.9677,540000.0
6901,4,2.0,254.0,-37.7082,144.9725,540000.0
6902,3,1.0,585.0,-37.695,144.9676,625000.0
6903,3,2.0,587.0,-37.6996,144.9605,681000.0
6905,3,1.0,720.0,-37.7043,144.9769,640000.0
6907,3,2.0,603.0,-37.7194,144.9678,783000.0
6908,4,2.0,567.0,-37.7102,144.9703,635000.0
6910,2,1.0,640.0,-37.7038,144.9638,619000.0
6911,3,1.0,314.0,-37.7066,144.9733,460000.0
6915,3,6.0,592.0,-37.711999999999996,144.9719,751000.0
6916,3,1.0,528.0,-37.6989,144.9779,609000.0
6920,4,1.0,0.0,-37.7106,144.9682,752500.0
6921,3,1.0,602.0,-37.7144,144.9737,650000.0
6923,4,2.0,613.0,-37.7034,144.9666,750000.0
6927,3,1.0,609.0,-37.7083,144.9644,527000.0
6930,3,1.0,599.0,-37.7071,144.9666,515000.0
6931,3,1.0,540.0,-37.6973,144.96200000000005,617000.0
6933,4,2.0,209.0,-37.7172,144.968,540000.0
6935,3,2.0,297.0,-37.6994,144.9686,631000.0
6937,3,1.0,533.0,-37.6985,144.9778,640000.0
6941,2,1.0,621.0,-37.7164,144.9666,575000.0
6942,4,2.0,374.0,-37.7056,144.9671,562000.0
6943,3,1.0,604.0,-37.6978,144.9686,620000.0
6945,3,1.0,592.0,-37.6968,144.9674,652500.0
6946,4,2.0,607.0,-37.716,144.9663,1010000.0
6948,3,1.0,208.0,-37.7092,144.9695,492000.0
6949,3,2.0,195.0,-37.7062,144.9688,422500.0
6957,3,2.0,431.0,-37.8269,145.0496,1865000.0
6958,5,3.0,431.0,-37.825,145.0536,1700000.0
6962,3,2.0,466.0,-37.8305,145.0475,1450000.0
6964,3,2.0,94.0,-37.8302,145.0525,1110000.0
6966,4,2.0,640.0,-37.826,145.0498,3100000.0
6967,2,1.0,0.0,-37.8318,145.0448,555000.0
6969,3,2.0,646.0,-37.8337,145.0469,1700000.0
6970,2,1.0,390.0,-37.8322,145.0486,1585000.0
6971,3,2.0,144.0,-37.8435,145.0497,935000.0
6972,2,1.0,0.0,-37.8278,145.0565,460000.0
6976,4,1.0,764.0,-37.8374,145.0486,2800000.0
6978,2,1.0,0.0,-37.8254,145.047,573000.0
6979,2,1.0,0.0,-37.8233,145.0575,680000.0
6980,5,2.0,452.0,-37.8223,145.0494,2250000.0
6981,4,2.0,457.0,-37.8332,145.0461,2381000.0
6982,4,3.0,324.0,-37.8348,145.0503,1738000.0
6984,3,1.0,0.0,-37.8414,145.0505,735000.0
6987,3,1.0,362.0,-37.8337,145.0504,1420000.0
6988,2,1.0,0.0,-37.8339,145.0548,400000.0
6991,2,1.0,229.0,-37.8265,145.0484,1335000.0
6992,3,2.0,431.0,-37.8269,145.0496,1825000.0
6994,2,1.0,150.0,-37.844,145.0496,840000.0
6997,5,2.0,1250.0,-37.8245,145.0524,3500000.0
6998,2,1.0,0.0,-37.8245,145.0527,444000.0
7000,3,2.0,213.0,-37.8302,145.0542,1320000.0
7001,3,1.0,477.0,-37.8257,145.0514,1890000.0
7003,4,2.0,697.0,-37.8307,145.0498,2450000.0
7004,3,2.0,289.0,-37.8451,145.0525,1590000.0
7005,4,3.0,523.0,-37.8319,145.0503,2450000.0
7010,2,1.0,172.0,-37.8437,145.0536,706000.0
7011,5,3.0,757.0,-37.8176,145.0548,2500000.0
7012,4,2.0,556.0,-37.8204,145.0516,2350000.0
7013,2,1.0,326.0,-37.8373,145.0455,1385000.0
7014,2,1.0,1153.0,-37.8227,145.0528,655250.0
7015,6,2.0,350.0,-37.8219,145.0556,1666000.0
7016,1,1.0,2276.0,-37.8343,145.0547,430000.0
7018,2,1.0,0.0,-37.839,145.0459,505000.0
7021,3,1.0,354.0,-37.8225,145.0551,1650000.0
7022,1,1.0,917.0,-37.8338,145.0545,371000.0
7024,3,2.0,255.0,-37.8266,145.0493,1625000.0
7028,3,1.0,211.0,-37.8204,145.0489,975000.0
7029,2,1.0,132.0,-37.7519,145.0687,546500.0
7031,3,1.0,858.0,-37.7504,145.0643,1220000.0
7032,3,1.0,235.0,-37.7519,145.0696,550000.0
7034,2,1.0,182.0,-37.7587,145.0657,705000.0
7037,2,1.0,187.0,-37.7518,145.0698,490000.0
7039,3,1.0,600.0,-37.751999999999995,145.0722,1110000.0
7040,2,1.0,153.0,-37.7538,145.0695,540000.0
7041,3,1.0,577.0,-37.7494,145.0703,750000.0
7046,5,2.0,580.0,-37.7539,145.0577,1401000.0
7051,3,1.0,662.0,-37.7507,145.062,1195000.0
7056,2,1.0,110.0,-37.7489,145.07,690000.0
7057,3,1.0,639.0,-37.7502,145.0605,1375000.0
7058,3,1.0,827.0,-37.74800000000001,145.0625,1400000.0
7059,2,1.0,247.0,-37.7502,145.069,475000.0
7060,3,3.0,649.0,-37.7501,145.0822,1030000.0
7062,3,1.0,0.0,-37.7502,145.0718,1125000.0
7063,5,4.0,2064.0,-37.7769,145.0605,3850000.0
7064,3,1.0,624.0,-37.7741,145.0506,1605000.0
7065,2,1.0,1473.0,-37.7713,145.0499,470000.0
7067,4,3.0,948.0,-37.7759,145.063,1740000.0
7068,4,2.0,830.0,-37.7679,145.0673,1660000.0
7070,4,2.0,1004.0,-37.7689,145.0665,2200000.0
7073,4,3.0,583.0,-37.7719,145.0582,1875000.0
7074,5,3.0,826.0,-37.7793,145.0654,1797000.0
7075,3,2.0,180.0,-37.772,145.0538,1050000.0
7077,3,1.0,610.0,-37.6885,144.9092,551000.0
7078,3,1.0,600.0,-37.6866,144.9086,350000.0
7080,3,1.0,650.0,-37.687,144.9084,425000.0
7082,3,1.0,647.0,-37.6904,144.9121,600000.0
7083,3,1.0,601.0,-37.6889,144.9109,460000.0
7084,3,1.0,624.0,-37.6862,144.91299999999995,611000.0
7085,3,1.0,598.0,-37.6878,144.9112,495000.0
7086,2,1.0,729.0,-37.6909,144.9136,472500.0
7088,3,2.0,218.0,-37.7133,145.0374,480000.0
7089,3,1.0,907.0,-37.7143,145.039,980000.0
7092,4,1.0,465.0,-37.7126,145.03,610000.0
7095,3,2.0,468.0,-37.7125,145.0306,607500.0
7097,2,2.0,180.0,-37.8115,144.8763,677200.0
7098,3,2.0,269.0,-37.8108,144.8819,1155000.0
7099,3,1.0,259.0,-37.8046,144.8831,817000.0
7100,3,2.0,275.0,-37.8118,144.8801,1035000.0
7101,2,1.0,224.0,-37.8083,144.8841,677500.0
7103,3,1.0,350.0,-37.8123,144.8805,760000.0
7104,2,2.0,84.0,-37.8058,144.8846,730000.0
7106,2,1.0,117.0,-37.8083,144.8775,440000.0
7107,2,1.0,220.0,-37.8068,144.8782,685000.0
7109,1,1.0,0.0,-37.81,144.8786,210000.0
7110,3,2.0,272.0,-37.8079,144.8825,1340000.0
